ID_ATIV_ECON_ESTABELECIMENTO,ID_CDB,CNAE_PRINCIPAL,DATA_INICIO_ATIVIDADE,IND_POSSUI_ALVARA,ENDERECO_COMPLETO,NOME,NOME_FANTASIA,GEOMETRIA,COORDS,COORD_GEO
231711,000,5611201.0,2019-09-16,NÃO,"AVENIDA PRESIDENTE CARLOS LUZ, 1275, CAICARAS, BELO HORIZONTE, MG, BRASIL",CAFE CONTAINER VERONEZ LTDA,CAFE CONTAINER,POINT (608256.08 7799746.94),"(-19.9070064, -43.9632616)","(-19.8955285, -43.9658228)"
232652,000,5611201.0,2019-09-24,SIM,"RUA ANITA GARIBALDI, 146, SAO JORGE II, BELO HORIZONTE, MG, BRASIL",FELIPE FRANKLIN SILVA PEREIRA 01710126663,EMPORIO PIZZA,POINT (608850.23 7794502.77),"(nan, nan)","(-19.9428779, -43.9598377)"
232974,000,5611201.0,2019-09-27,SIM,"RODOVIA BR TREZENTOS E CINQUENTA E SEIS, 3049, BELVEDERE, BELO HORIZONTE, MG, BRASIL",COZINHA DE FOGO RESTAURANTE LTDA,COZINHA DE FOGO,POINT (610255.56 7790988.27),"(nan, nan)","(-19.974553, -43.9461993)"
232975,000,5611201.0,2023-11-21,SIM,"AVENIDA PRESIDENTE CARLOS LUZ, 3001, CAICARAS, BELO HORIZONTE, MG, BRASIL",COZINHA DE FOGO RESTAURANTE LTDA,ESTABELECIMENTO SEM NOME,POINT (608153.20 7800302.55),"(-19.8902883, -43.9678891)","(-19.8905141, -43.9668381)"
233273,000,5611204.0,2019-09-30,SIM,"RUA OTAVIO TARQUINIO DE SOUZA, 274, TUPI A, BELO HORIZONTE, MG, BRASIL",YB HAMBURGUERIA DAS QUEBRADAS LTDA,HAMBURGUERIA DAS QUEBRADAS,POINT (612928.65 7805780.67),"(nan, nan)","(-19.8407475, -43.9215599)"
234095,000,5611205.0,2019-10-07,NÃO,"AVENIDA JOAQUIM ABEL COELHO, 11, MANTIQUEIRA, BELO HORIZONTE, MG, BRASIL",JAMERSON JARDEL DA SILVA 14535138680,BAR DOS AMIGOS,POINT (606612.60 7812045.97),"(-19.7850336, -43.9823768)","(-19.7844921, -43.9822295)"
230131,000,5611201.0,2019-09-03,SIM,"RUA OURO PRETO, 629, BARRO PRETO, BELO HORIZONTE, MG, BRASIL",KRIOK RESTAURANTE E LANCHERIA LTDA,KRIOK RESTAURANTE E LANCHERIA,POINT (609813.63 7796638.09),"(-19.9215955, -43.9503073)","(-19.9235307, -43.9507601)"
230776,000,5611201.0,2019-09-09,NÃO,"RUA SILVA GUIMARAES, 74, JATOBA, BELO HORIZONTE, MG, BRASIL",DENILSON DA CRUZ SILVA 09831837673,DENILSON VARIEDADES,POINT (598800.32 7789073.40),"(-19.9936462, -44.0549564)","(-19.9924713, -44.0555714)"
231088,000,5611201.0,2019-09-11,NÃO,"RUA SAI, 159, CONCORDIA, BELO HORIZONTE, MG, BRASIL",FABRICIA DE CARVALHO LOPES 04557070655,TUDO NO PAO,POINT (611451.23 7799421.72),"(-19.898382, -43.935541)","(-19.8982869, -43.9352836)"
232062,000,5611201.0,2019-09-19,NÃO,"AVENIDA PARANA, 39, CENTRO, BELO HORIZONTE, MG, BRASIL",JULIANA APARECIDA SOARES COELHO 09930503609,BONAPETY,POINT (610805.88 7797435.61),"(-19.9208862, -43.9430049)","(-19.9162687, -43.9413286)"
232675,000,5611201.0,2019-09-24,NÃO,"RUA PAULO BANDEIRA DA SILVA, 66, LAGOA, BELO HORIZONTE, MG, BRASIL",LUCIEZER MIGUEL DOS SANTOS 84864567620,COZINHA DA ANGELA,POINT (604449.61 7809307.21),"(-19.8095282, -44.0022275)","(-19.8093546, -44.0027219)"
234114,000,5611201.0,2019-10-08,NÃO,"RUA CAPIM BRANCO, 335, VISTA ALEGRE, BELO HORIZONTE, MG, BRASIL",RAFAELA PEREIRA DA COSTA 06797388600,ESTABELECIMENTO SEM NOME,POINT (604673.22 7793510.42),"(-19.9547924, -43.9976058)","(-19.9520734, -43.9996917)"
230157,000,5611204.0,2019-09-03,NÃO,"RUA GERALDA CIRINO FLOR DE MAIO, 339, SANTA MONICA, BELO HORIZONTE, MG, BRASIL",34.751.491 SHIRLEY MARIA DA SILVA,BAR DO JOAO,POINT (607810.89 7807007.17),"(-19.8294985, -43.970102)","(-19.8299543, -43.9704986)"
231757,000,5611201.0,2019-09-17,SIM,"RUA RUBENS CAPORALI RIBEIRO, 760, BURITIS, BELO HORIZONTE, MG, BRASIL",DGPB RESTAURANTE LTDA,DON GARAGE PIZZA BURGER,POINT (607055.89 7790508.90),"(-19.9813042, -43.9764901)","(-19.9790632, -43.9767495)"
233013,000,5611201.0,2019-09-27,SIM,"AVENIDA OLEGARIO MACIEL, 1600, SANTO AGOSTINHO, BELO HORIZONTE, MG, BRASIL",EMPORIO SANTO AGOSTINHO LTDA,ESTABELECIMENTO SEM NOME,POINT (610222.34 7796116.66),"(-19.9281198, -43.9473471)","(-19.9282188, -43.9468242)"
234141,000,5611204.0,2019-10-08,NÃO,"AVENIDA SARAMENHA, 367, FLORAMAR, BELO HORIZONTE, MG, BRASIL",BEATRIZ JULIA FERREIRA RODRIGUES 14123917682,ESTABELECIMENTO SEM NOME,POINT (612083.38 7805676.62),"(-19.8424981, -43.9308212)","(-19.8417362, -43.9296247)"
229205,000,5611201.0,2019-08-27,NÃO,"AVENIDA HAYDEE ABRAS HOMSSI, 600, VILA BATIK, BELO HORIZONTE, MG, BRASIL",SILVIA ALVES MACHADO 14361066647,SABOR DA CASA,POINT (600150.94 7788136.65),"(nan, nan)","(-20.000866, -44.042611)"
229521,000,5611205.0,2019-08-28,NÃO,"RUA CORONEL OTAVIO DINIZ, 290, PARAISO, BELO HORIZONTE, MG, BRASIL",IRENE ALVES FURTADO PARREIRA 70174229615,ESTABELECIMENTO SEM NOME,POINT (614355.83 7797375.27),"(-19.9149463, -43.9072982)","(-19.9166087, -43.9074121)"
230172,000,5611205.0,2019-09-03,NÃO,"RUA MARMORE, 418, SANTA TEREZA, BELO HORIZONTE, MG, BRASIL",RUBENS VINICIUS GOMES DE ABREU 07006534658,VINICIUS ABREU,POINT (613175.25 7797421.13),"(-19.9162948, -43.9182816)","(-19.9162633, -43.918693)"
230490,000,5611201.0,2019-09-05,NÃO,"RUA PROFESSOR NOE AZEVEDO, 236, PLANALTO, BELO HORIZONTE, MG, BRASIL",ELCILEIA PEDRO DA CRUZ 08778147670,RESTAURANTE SABORES DA NINA,POINT (609350.38 7806805.52),"(-19.831353, -43.9559655)","(-19.8316909, -43.9557877)"
230811,000,5611204.0,2019-09-09,NÃO,"RUA JOSE MAURICIO VEIGA, 419, SANTA CRUZ, BELO HORIZONTE, MG, BRASIL",LUCIO DE FATIMA ASSIS 31662544634,ESTABELECIMENTO SEM NOME,POINT (610575.91 7801727.15),"(nan, nan)","(-19.8775066, -43.9437827)"
231123,000,5611201.0,2019-09-11,NÃO,"RUA JOAO SOARES LEAL, 117, JARDIM DOS COMERCIARIOS, BELO HORIZONTE, MG, BRASIL",JANAINA PRISCILA DOS PASSOS SANTOS MOREIRA 05418471635,LARANJA'S,POINT (607887.49 7811601.77),"(-19.7888178, -43.9706055)","(-19.788436, -43.9700345)"
231459,000,5611205.0,2019-09-13,NÃO,"AVENIDA PADRE JOSE MAURICIO, 722, VISTA ALEGRE, BELO HORIZONTE, MG, BRASIL",RUBENS DO CARMO 92262910634,BAR DO BOCA,POINT (605065.43 7793247.02),"(-19.9520894, -43.9926409)","(-19.9544321, -43.9959289)"
232096,000,5611204.0,2019-09-19,NÃO,"RUA MARIA CONCEICAO BONFIM, 1366, GOIANIA, BELO HORIZONTE, MG, BRASIL",DANIEL DA PAZ PAULINO BAR,BAR DO DANIEL,POINT (615120.90 7802990.36),"(-19.8660868, -43.9036708)","(-19.8658306, -43.9004537)"
233024,000,5611201.0,2019-09-27,NÃO,"RUA ONZE, 132, JULIANA, BELO HORIZONTE, MG, BRASIL",AMANDA MADUREIRA LAGES 07291106648,LA LANCHES,POINT (610771.12 7808885.45),"(-19.8118418, -43.9419037)","(-19.8128182, -43.9423468)"
233031,000,5611201.0,2019-09-27,NÃO,"RUA CEARA, 1685, SAVASSI, BELO HORIZONTE, MG, BRASIL",RESTAURANTE BADEJO LTDA,BADEJO,POINT (612042.60 7795227.54),"(-19.9365832, -43.9296034)","(-19.9361483, -43.9293798)"
229239,000,5611201.0,2019-08-27,NÃO,"AVENIDA RAJA GABAGLIA, 3950, ESTORIL, BELO HORIZONTE, MG, BRASIL",GABRIELLA DE LIMA MUNDIM,CHAMPION ENTRETENIMENTOS,POINT (609410.93 7791949.79),"(-19.9581626, -43.9570934)","(-19.9659132, -43.9543284)"
230180,000,5611201.0,2019-09-03,NÃO,"RUA RIO CASCA, 70, CARLOS PRATES, BELO HORIZONTE, MG, BRASIL",GUILHERME SOUZA DE ALMEIDA 12522957660,RESTAURANTE APPETITO MINEIRO,POINT (609336.19 7797825.37),"(-19.9135497, -43.9555556)","(-19.9128301, -43.9553918)"
