ID_ATIV_ECON_ESTABELECIMENTO,ID_CDB,CNAE_PRINCIPAL,DATA_INICIO_ATIVIDADE,IND_POSSUI_ALVARA,ENDERECO_COMPLETO,NOME,NOME_FANTASIA,GEOMETRIA,COORDS,COORD_GEO
217072,000,5611204.0,2019-05-08,NÃO,"ESTRADA DO CERCADINHO, 2881, VENTOSA, BELO HORIZONTE, MG, BRASIL",JOSE CARLOS DOS SANTOS BARBOSA 95150609587,ESTABELECIMENTO SEM NOME,POINT (607734.77 7793214.11),"(-19.9487188, -43.9742139)","(-19.9545834, -43.9704201)"
213839,000,5611201.0,2019-04-05,NÃO,"RUA DOS CRUZEIRENSES, 326, MILIONARIOS, BELO HORIZONTE, MG, BRASIL",MAGDA SABRINA MEDEIROS 07381915669,CANTINHO DA BINA,POINT (604469.62 7790687.02),"(-19.9788475, -44.0008016)","(-19.9775947, -44.0014766)"
214816,000,5611201.0,2019-04-15,NÃO,"RUA JOSE FERNANDES SUCASAS, 41, MARIANO DE ABREU, BELO HORIZONTE, MG, BRASIL",PAULO SANDER JUSTINO 01287642608,ESTABELECIMENTO SEM NOME,POINT (615915.15 7799408.67),"(-19.8981044, -43.892458)","(-19.8981446, -43.8926438)"
214828,000,5611201.0,2019-04-15,NÃO,"RUA JOAO SAMAHA, 1246, SAO JOAO BATISTA, BELO HORIZONTE, MG, BRASIL",ALINE DE LOURDES LADISLAU 08892655698,ESTABELECIMENTO SEM NOME,POINT (608212.92 7808005.28),"(-19.8207173, -43.9672339)","(-19.8209138, -43.9667183)"
215162,000,5611201.0,2019-04-17,NÃO,"ESTRADA DO CERCADINHO, 2474, VENTOSA, BELO HORIZONTE, MG, BRASIL",LUCAS DOS SANTOS TEIXEIRA 09794720674,PONTO DO LANCHE,POINT (607599.75 7793286.19),"(-19.9487188, -43.9742139)","(-19.9539396, -43.9717145)"
215484,000,5611204.0,2019-04-22,NÃO,"AVENIDA PRESIDENTE, 481, COPACABANA, BELO HORIZONTE, MG, BRASIL",KENDY WAYNER SOLIZ ENCINA 02849994154,PRIME COQUETELARIA BH,POINT (605728.37 7806229.45),"(-19.8359762, -43.9915439)","(-19.837095, -43.9903382)"
215807,000,5611201.0,2019-04-24,NÃO,"AVENIDA AMAZONAS, 1445, SANTO AGOSTINHO, BELO HORIZONTE, MG, BRASIL",MARIANGELA IMBROSIO 60053607791,THE BOX,POINT (610193.02 7796579.13),"(-19.9269037, -43.9523924)","(-19.9240419, -43.947132)"
216451,000,5611204.0,2019-05-02,NÃO,"AVENIDA SANTA ALBERTINA, 282, CASA BRANCA, BELO HORIZONTE, MG, BRASIL",VANDER GUEDES DE OLIVEIRA 99375788687,BAR DO GORDO,POINT (616455.80 7799457.52),"(-19.8941786, -43.8875828)","(-19.8976711, -43.8874827)"
216769,000,5611201.0,2019-05-06,SIM,"RUA WASHINGTON, 168, COPACABANA, BELO HORIZONTE, MG, BRASIL",LR BURGUER LTDA,TELE ENTREGA 2 IRMCOS,POINT (605816.39 7806393.27),"(-19.8360092, -43.9900863)","(-19.83561, -43.9895071)"
216773,000,5611204.0,2019-05-06,NÃO,"AVENIDA DO CONTORNO, 1505, FLORESTA, BELO HORIZONTE, MG, BRASIL",JOAO MARCIO DA SILVA 03227282666,CLUBINHO TURQUIM,POINT (612013.59 7797762.04),"(-19.9137146, -43.9289182)","(-19.9132503, -43.9298111)"
217733,000,5611204.0,2019-05-15,NÃO,"RUA VOLGA, 119, COQUEIROS, BELO HORIZONTE, MG, BRASIL",LUIZ CARLOS SANTOS BRITO 83837566587,BAR DO BAIANO,POINT (602495.73 7799073.84),"(-19.9023673, -44.0205271)","(-19.9019215, -44.0208082)"
218400,000,5611201.0,2019-05-21,NÃO,"RUA PROFESSOR AIMORE DUTRA, 645, SAO JOAO BATISTA, BELO HORIZONTE, MG, BRASIL",DAYANNA DE JESUS FERNANDES FREITAS 08289440677,TELE MARMITEX SABOR DE VERDADE,POINT (608568.54 7807791.08),"(-19.8233871, -43.9625056)","(-19.8228295, -43.9633105)"
218670,000,5611201.0,2019-05-23,NÃO,"RUA MARIA RITA, 272, IPIRANGA, BELO HORIZONTE, MG, BRASIL",PAULO ROBERTO FONSECA 90000951668,CANTINHO DA TILAPIA,POINT (611403.05 7800811.32),"(-19.8865633, -43.934905)","(-19.8857343, -43.9358277)"
218689,000,5611201.0,2019-05-23,SIM,"RUA CORONEL CAMISAO, 354, OESTE, BELO HORIZONTE, MG, BRASIL",33.712.775 KENIA CAROLINE GOMES GONCALVES,PIZZARIA FORNO DA VILLA,POINT (604222.47 7795171.06),"(-19.9369835, -44.0046166)","(-19.9370931, -44.0040929)"
214195,000,5611201.0,2019-04-09,NÃO,"RUA ASPASIA, 230, CAICARA ADELAIDE, BELO HORIZONTE, MG, BRASIL",HELENA DE BARROS FERNANDES 15724778653,SABOR ESPECIAL DELIVERY,POINT (606973.52 7798612.72),"(-19.9058528, -43.9778758)","(-19.9058473, -43.9780079)"
215178,000,5611201.0,2019-04-17,NÃO,"RUA RIO GRANDE DO SUL, 362, CENTRO, BELO HORIZONTE, MG, BRASIL",JAQUELINE DOS SANTOS FELIPE 08428419620,PIPOCA JOY,POINT (610335.33 7797055.44),"(-19.9186027, -43.9453931)","(-19.9197303, -43.945801)"
215497,000,5611205.0,2019-04-22,SIM,"RUA PRAIA FORMOSA, 212, ALTO CAICARAS, BELO HORIZONTE, MG, BRASIL",KANTIM 212 BAR E RESTAURANTE LTDA,KANTIN DI KASA,POINT (607728.18 7799531.76),"(-19.8984516, -43.9695466)","(-19.8975019, -43.9708527)"
215500,000,5611205.0,2019-04-22,NÃO,"RUA MEDEIA, 460, MINASCAIXA, BELO HORIZONTE, MG, BRASIL",MARIANA MORAES VITOR 10312003633,NETOS BAR,POINT (608768.74 7809507.67),"(-19.8073087, -43.9615775)","(-19.8073084, -43.9614998)"
215826,000,5611204.0,2019-04-24,NÃO,"RUA NICIAS CONTINENTINO, 990, NOVA GAMELEIRA, BELO HORIZONTE, MG, BRASIL",33.451.362 JOAQUIM ALVES DE SOUZA,ESTABELECIMENTO SEM NOME,POINT (605343.31 7794943.53),"(-19.938763, -43.9876482)","(-19.9390886, -43.9933708)"
215836,000,5611201.0,2019-04-24,NÃO,"RUA FURQUIM WERNECK, 302, TUPI B, BELO HORIZONTE, MG, BRASIL",LAFAIETE BRUNO SILVA CAMPOS 10513385657,BRUNOS BAR,POINT (613041.24 7806073.97),"(-19.8347143, -43.920003)","(-19.838091, -43.9205028)"
217418,000,5611201.0,2019-05-13,NÃO,"RUA ANTONIO PAULINO DE CASTRO, 135, LIBERDADE, BELO HORIZONTE, MG, BRASIL",ILZA MARIA DA SILVA 59304243815,PALADAR COMIRCIO DE ALIMENTOS,POINT (609769.30 7803683.93),"(-19.8592351, -43.9529347)","(-19.859872, -43.9516027)"
218699,000,5611201.0,2019-05-23,NÃO,"RUA DOS VIOLINOS, 105, CONJUNTO CALIFORNIA I, BELO HORIZONTE, MG, BRASIL",GABRIEL LUIZ OLIVEIRA DE MORAES 12685806601,BAR DO TOCO,POINT (603745.46 7796575.34),"(-19.9245188, -44.0083983)","(-19.9244304, -44.0087296)"
214532,000,5611204.0,2019-04-11,NÃO,"RUA JOSE AMERICO DE ALMEIDA, 169, CAMARGOS, BELO HORIZONTE, MG, BRASIL",CRISTIANO CARVALHO BRANDAO 04366790602,BAR AZUL ACAO,POINT (603158.78 7794460.82),"(-19.9429787, -44.0140797)","(-19.9435671, -44.0142161)"
214549,000,5611204.0,2019-04-11,SIM,"RUA JULITA NOGUEIRA SOARES, 214, SANTA TEREZINHA, BELO HORIZONTE, MG, BRASIL",ANDRE LUIZ JEREMIAS SANTOS 01483737632,SPETTOS ROUTE 66,POINT (603523.13 7802297.84),"(-19.8707202, -44.0083552)","(-19.8727369, -44.0111749)"
214865,000,5611201.0,2019-04-15,NÃO,"RUA RODRIGO OSORIO DE ANDRADE, 255, PLANALTO, BELO HORIZONTE, MG, BRASIL",JESSICA PATRICIA DE LANA 10067101674,RESTAURANTE TEMPERO DE MAE,POINT (610265.56 7806401.28),"(-19.8348599, -43.9481499)","(-19.835292, -43.9470255)"
214868,000,5611201.0,2019-04-15,SIM,"AVENIDA FRANCISCO NEGRAO DE LIMA, 641, GARCAS, BELO HORIZONTE, MG, BRASIL",BANZAI SUSHI COMERCIO DE ALIMENTOS LTDA,ESTABELECIMENTO SEM NOME,POINT (605133.06 7806709.55),"(-19.8350465, -43.9955901)","(-19.8327891, -43.9960497)"
215200,000,5611204.0,2019-04-17,SIM,"RUA CONSELHEIRO LAFAIETE, 936, SAGRADA FAMILIA, BELO HORIZONTE, MG, BRASIL",LAMBICADOS BAR LTDA,ESTABELECIMENTO SEM NOME,POINT (612635.10 7798795.99),"(-19.8988167, -43.9231518)","(-19.9038725, -43.9239371)"
215849,000,5611201.0,2019-04-25,NÃO,"RUA DEMETRIO RIBEIRO, 100, VERA CRUZ, BELO HORIZONTE, MG, BRASIL",FLAVIO DE MOURA PINTO 05633170601,PETISCOS BOM GOSTO,POINT (615553.74 7798475.34),"(-19.905855, -43.8961532)","(-19.9065988, -43.8960375)"
215857,000,5611205.0,2019-04-25,NÃO,"RUA JOSE LOBATO FERRARI, 18, BETANIA, BELO HORIZONTE, MG, BRASIL",FABIOLA PEREIRA SILVA 08704854667,FABIOLA BAR,POINT (605558.77 7792564.09),"(-19.9610856, -43.9916741)","(-19.9605759, -43.9911756)"
216165,000,5611201.0,2019-04-27,NÃO,"RUA MARIA AMELIA MAIA, 1081, SAO BERNARDO, BELO HORIZONTE, MG, BRASIL",BRUNO ANDRADE RIBEIRO SILVA 01202951643,RESTAURANTE & LANCHONETE DO MARQUINHO,POINT (610938.04 7805139.72),"(-19.8471989, -43.9378522)","(-19.8466526, -43.9405289)"
216172,000,5611205.0,2019-04-27,NÃO,"RUA PLATINA, 137, PRADO, BELO HORIZONTE, MG, BRASIL",ELVECIO DE ARAUJO PIRES 14380946630,BAR DOS AMIGOS,POINT (608918.12 7796647.68),"(-19.9219416, -43.9649445)","(-19.9234943, -43.9593159)"
216819,000,5611201.0,2019-05-06,SIM,"RUA ANDRE CAVALCANTI, 723, GUTIERREZ, BELO HORIZONTE, MG, BRASIL",RESTAURANTE COMESTIVEIS GUTIERREZ LTDA,MINEIRIM GUTIERREZ,POINT (608803.66 7795686.16),"(-19.9336729, -43.9538748)","(-19.9321883, -43.9603526)"
213900,000,5611204.0,2019-04-05,NÃO,"RUA SERENATA, 70, SANTANA DO CAFEZAL, BELO HORIZONTE, MG, BRASIL",ERMELINO CORREA SOARES 42893518672,BAR DO PAULO,POINT (614062.38 7795266.38),"(-19.9356489, -43.9102774)","(-19.93568, -43.9100848)"
213904,000,5611201.0,2019-04-05,SIM,"AVENIDA OIAPOQUE, 156, CENTRO, BELO HORIZONTE, MG, BRASIL",ANDREA PAULA DA SILVA 05700428601,RESTAURANTE DA DEIA,POINT (611008.61 7797737.66),"(-19.9131077, -43.9393344)","(-19.9135281, -43.9394101)"
213907,000,5611201.0,2019-04-05,NÃO,"RUA DAVID RABELO, 630, JARDIM SAO JOSE, BELO HORIZONTE, MG, BRASIL",33.272.040 RODRIGO CAMILO DA ROCHA,ROCHA ESTETICA E SAUDE,POINT (604970.31 7798686.76),"(-19.9040958, -43.9971808)","(-19.9052872, -43.997148)"
214229,000,5611201.0,2019-04-09,NÃO,"RUA LUIZ PECANHA, 302, SANTA CRUZ, BELO HORIZONTE, MG, BRASIL",MARIA CILENE FERREIRA DE BRITO 76107426604,ESTABELECIMENTO SEM NOME,POINT (610179.89 7802270.24),"(-19.8724399, -43.9470863)","(-19.872622, -43.9475974)"
214553,000,5611201.0,2019-04-11,NÃO,"AVENIDA ARTUR BERNARDES, 3012, VILA BARRAGEM SANTA LUCIA, BELO HORIZONTE, MG, BRASIL",33.332.550 IVANETE APARECIDA DE ARAUJO,RESTAURANTE QUERO MAIS,POINT (610345.62 7793344.12),"(-19.9525796, -43.9453908)","(-19.9532623, -43.9454802)"
214563,000,5611201.0,2019-04-11,NÃO,"RUA DAS TABOAS, 146, VILA SAO JOAO BATISTA, BELO HORIZONTE, MG, BRASIL",JORDAN MARQUES 10402698770,LUA NOVA,POINT (608786.27 7808031.23),"(-19.8213975, -43.9615592)","(-19.8206476, -43.9612459)"
214887,000,5611201.0,2019-04-15,NÃO,"RUA ROSINHA SIGAUD, 354, CAICARAS, BELO HORIZONTE, MG, BRASIL",ROBERTO DAL ZUFFO 00121627608,BETO PIZZAS,POINT (608040.98 7798696.72),"(-19.905095, -43.9682329)","(-19.9050295, -43.9678159)"
214890,000,5611204.0,2019-04-15,NÃO,"RUA COLETORA, 963, VILA PINHO, BELO HORIZONTE, MG, BRASIL",JOSE CARLOS JESUS DA HORA 68391714691,DA HORAS BAR,POINT (602224.51 7787837.72),"(-20.0056774, -44.0213106)","(-20.0034587, -44.0227743)"
217150,000,5611204.0,2019-05-09,NÃO,"RUA MANUEL NUNES VIANA, 954, TUPI B, BELO HORIZONTE, MG, BRASIL",CELIA APARECIDA MALAQUIAS 03518020617,BAR DA CILIA,POINT (613869.02 7805850.43),"(nan, nan)","(-19.8400627, -43.9125851)"
217796,000,5611201.0,2019-05-15,NÃO,"RUA ALICEDRO, 550, PINDORAMA, BELO HORIZONTE, MG, BRASIL",CASSIA JESUS DOS SANTOS 10063291614,RESTAURANTE TRJS MARIAS,POINT (602513.10 7797241.37),"(-19.9166645, -44.0215178)","(-19.9184778, -44.0205404)"
218446,000,5611205.0,2019-05-22,NÃO,"RUA OLARIA DO BARREIRO, 418, OLARIA, BELO HORIZONTE, MG, BRASIL",DANIELE SANTOS COUTINHO 06040879505,BOM DE BOCA,POINT (601210.51 7789111.30),"(-19.9916506, -44.0330912)","(-19.9920046, -44.032537)"
218451,000,5611201.0,2019-05-22,NÃO,"AVENIDA PETROLINA, 1057, HORTO FLORESTAL, BELO HORIZONTE, MG, BRASIL",ANTONIO RODRIGUES DO NASCIMENTO FILHO 22125256649,PIZZA BOI,POINT (613578.46 7798485.07),"(-19.9076465, -43.9138329)","(-19.906627, -43.9149067)"
218452,000,5611201.0,2019-05-22,NÃO,"AVENIDA TERESA CRISTINA, 17, SANTA MARGARIDA, BELO HORIZONTE, MG, BRASIL",LARISSA MARJORIE DA SILVA MOTA 02328382673,PIZZARIA QUATRO SABORES,POINT (601725.86 7790986.56),"(nan, nan)","(-19.975034, -44.0277153)"
218454,000,5611204.0,2019-05-22,NÃO,"RUA CONTAGEM, 2085, SANTA INES, BELO HORIZONTE, MG, BRASIL",LUCAS MESSIAS PAULINO BAR,BAR DO PONTO,POINT (614243.42 7801612.38),"(-19.8868278, -43.9058435)","(-19.8783324, -43.9087484)"
218455,000,5611201.0,2019-05-22,NÃO,"RUA TENENTE ANASTACIO DE MOURA, 263, SANTA EFIGENIA, BELO HORIZONTE, MG, BRASIL",JENNIFER MAYLA DELFINO 12646061684,RESTAURANTE DA JENINHA,POINT (613477.32 7796798.38),"(-19.9243028, -43.9164758)","(-19.9218724, -43.915769)"
213932,000,5611201.0,2019-04-06,NÃO,"AVENIDA DOS ANDRADAS, 367, CENTRO, BELO HORIZONTE, MG, BRASIL",SAMES ANTUNES PIMENTA 63917041634,BAR E RESTAURANTE VITORIA,POINT (611506.53 7797217.92),"(-19.9201427, -43.9351021)","(-19.9181956, -43.934622)"
214259,000,5611201.0,2019-04-09,NÃO,"RUA DOS CRENAQUES, 337, RIO BRANCO, BELO HORIZONTE, MG, BRASIL",NEIDE ALVES DA MATA 35675519653,GULOSAO SANDUICHES ACAI E PIZZAS,POINT (606655.79 7807718.92),"(-19.824577, -43.9811533)","(-19.8235866, -43.9815685)"
214262,000,5611201.0,2019-04-09,NÃO,"RUA RENASCENCA, 477, RENASCENCA, BELO HORIZONTE, MG, BRASIL",IVANILDA FRANCISCA CASSIANO 04422576607,RESTAURANTE E ESPETARIA REQUINTE DAS PRETAS,POINT (611226.08 7800948.62),"(-19.8858981, -43.9370655)","(-19.8845039, -43.9375262)"
214590,000,5611204.0,2019-04-11,NÃO,"RUA PIUMA, 424, SAO SALVADOR, BELO HORIZONTE, MG, BRASIL",ITALO DE ALMEIDA BARBOSA 12802637681,ESTABELECIMENTO SEM NOME,POINT (602718.46 7799931.80),"(-19.8929495, -44.0175659)","(-19.8941577, -44.0187284)"
215554,000,5611201.0,2019-04-23,SIM,"RUA DOS AEROVIARIOS, 68, AEROPORTO, BELO HORIZONTE, MG, BRASIL",33.427.060 JOAO PEDRO DE SOUSA PAULA NETO,ESTABELECIMENTO SEM NOME,POINT (609036.58 7803985.53),"(-19.8570358, -43.9587663)","(-19.857188, -43.9586178)"
215886,000,5611201.0,2019-04-25,SIM,"AVENIDA BRIGADEIRO EDUARDO GOMES, 1135, GLORIA, BELO HORIZONTE, MG, BRASIL",SILVANA SILVA BASTOS LTDA,RESTAURANTE E PIZZARIA PANELA DE PEDRA,POINT (604136.40 7798573.58),"(-19.8952, -44.0101672)","(-19.9063546, -44.0051076)"
216220,000,5611201.0,2019-04-29,NÃO,"RUA SANTOS, 1659, JARDIM AMERICA, BELO HORIZONTE, MG, BRASIL",33.485.352 SANDRA FERNANDES SILVA,RESTAURANTE CALABAR,POINT (607671.91 7793727.10),"(-19.9418371, -43.9759083)","(-19.9499519, -43.9710508)"
217171,000,5611201.0,2019-05-09,NÃO,"RUA LUIZ FERREIRA DE SOUZA, 181, CONJUNTO MINASCAIXA, BELO HORIZONTE, MG, BRASIL",ANGELICA HELOISA TEIXEIRA MARQUES 06349621670,ANGEL DIVERSIFICACOES,POINT (609030.11 7809873.19),"(-19.8040994, -43.9588926)","(-19.8039912, -43.9590261)"
217172,000,5611201.0,2019-05-09,NÃO,"RUA PRIMEIRO DE JULHO, 117, APARECIDA, BELO HORIZONTE, MG, BRASIL",PATRICIA MARIA DE ARAUJO SANTOS 03523070643,BOM APETITE,POINT (609120.21 7799944.99),"(-19.8940315, -43.9589704)","(-19.8936909, -43.9575804)"
218477,000,5611204.0,2019-05-22,NÃO,"RUA ITAPECERICA, 946, LAGOINHA, BELO HORIZONTE, MG, BRASIL",JESSIKA GRACE DA SILVA MESSIAS 08820941651,J&C RESTAURANTE BAR,POINT (610281.78 7798580.05),"(-19.9085242, -43.9441403)","(-19.9059581, -43.9464038)"
214272,000,5611204.0,2019-04-09,NÃO,"RUA PATROCINIO, 118, CARLOS PRATES, BELO HORIZONTE, MG, BRASIL",DENISE APARECIDA AVELAR GUMIERO 54115922672,BAR DO TIAO,POINT (609872.72 7797468.95),"(-19.9157782, -43.9515115)","(-19.9160203, -43.9502451)"
214926,000,5611204.0,2019-04-16,NÃO,"RUA PEROLA, 125, JARDIM DOS COMERCIARIOS, BELO HORIZONTE, MG, BRASIL",ROSEMAIRE CHAVES DA SILVA 85112739649,BAR DO ENIVALDO,POINT (607311.93 7811449.36),"(nan, nan)","(-19.7898447, -43.9755197)"
214935,000,5611204.0,2019-04-16,NÃO,"RUA RIO DAS VELHAS, 125, MINASLANDIA, BELO HORIZONTE, MG, BRASIL",MIRTES OLIVEIRA FRANCISCO PEREIRA 02856047670,2 IRMAOS D''PAULA,POINT (612170.18 7804498.88),"(-19.8518331, -43.9287144)","(-19.8523724, -43.9287245)"
215268,000,5611201.0,2019-04-18,NÃO,"RUA AMERICO MARCELINO FONSECA, 40, HORTO FLORESTAL, BELO HORIZONTE, MG, BRASIL",DANIELLE ANTONIA GOMES DOS SANTOS DE LANA 01354463684,LANCHES RAMIREZ,POINT (613846.99 7799016.71),"(-19.9017136, -43.9123827)","(-19.9018079, -43.9123744)"
215588,000,5611204.0,2019-04-23,NÃO,"AVENIDA PETROLINA, 540, SAGRADA FAMILIA, BELO HORIZONTE, MG, BRASIL",33.430.242 DEISIELLE JORDANE BRASILEIRO,PLAY BAR,POINT (613236.67 7798772.63),"(-19.9036106, -43.9192423)","(-19.9040487, -43.9181893)"
216546,000,5611201.0,2019-05-03,SIM,"RUA URSULINA DE MELO, 158, ALIPIO DE MELO, BELO HORIZONTE, MG, BRASIL",TRM ALIMENTOS E EVENTOS LTDA,ESPACO 158 - AROMA,POINT (604392.30 7798933.66),"(-19.900643, -44.0035818)","(-19.9030874, -44.0026834)"
217505,000,5611204.0,2019-05-13,NÃO,"AVENIDA AVAI, 42, VILA CALIFORNIA, BELO HORIZONTE, MG, BRASIL",FRANCISCO VITAL DE FREITAS 48598399604,FRANCISCO VITAL DE FREITAS,POINT (603898.24 7797249.49),"(-19.9183581, -44.007715)","(-19.918331, -44.007308)"
218506,000,5611201.0,2019-05-22,NÃO,"RUA ALAIR PEREIRA DA SILVA, 128, CONJUNTO TAQUARIL, BELO HORIZONTE, MG, BRASIL",ROSENILSON ROCHA DOS SANTOS 23645589805,RESTAURANTE E LANCHONETE TAQUARIL,POINT (617115.18 7796946.59),"(-19.9186817, -43.8785493)","(-19.9203179, -43.881025)"
213638,000,5611201.0,2019-04-04,NÃO,"RUA ALFREDO ALVES DE CASTRO, 342, MANTIQUEIRA, BELO HORIZONTE, MG, BRASIL",ALEXANDRE RANIERE ALVES LIMA 04906953611,HASHTAG - PETISQUEIRA MENDES ALVES,POINT (606801.08 7811351.11),"(-19.7899866, -43.9809584)","(-19.7907603, -43.9803905)"
213646,000,5611204.0,2019-04-04,NÃO,"RUA A QUATRO, 31, BETANIA, BELO HORIZONTE, MG, BRASIL",ANTONIO CARLOS RODRIGUES 78683912604,BAR PAI FELIZ,POINT (604901.43 7792615.67),"(-19.9600783, -43.9973856)","(-19.9601455, -43.99746)"
213648,000,5611204.0,2019-04-04,NÃO,"RUA TEOFILO PIRES, 211, BOA VISTA, BELO HORIZONTE, MG, BRASIL",EDINA RODRIGUES LUIZ 72436611653,BUTECO DAS MENINAS,POINT (615342.78 7800069.90),"(-19.892137, -43.8977211)","(-19.8922043, -43.8981524)"
213657,000,5611201.0,2019-04-04,NÃO,"RUA SERENATA, 44, SANTANA DO CAFEZAL, BELO HORIZONTE, MG, BRASIL",TEREZINHA VIEIRA DOS SANTOS 04005855610,BAR DA LORA,POINT (613981.04 7795215.49),"(-19.9356489, -43.9102774)","(-19.9361446, -43.9108588)"
213966,000,5611201.0,2019-04-08,SIM,"RUA ITAJUBA, 586, FLORESTA, BELO HORIZONTE, MG, BRASIL",BLC RESTAURANTE BAR E MERCEARIA LTDA,RESTAURANTE SABOR NA FLORESTA,POINT (612039.85 7797955.12),"(-19.9111217, -43.9295317)","(-19.9115042, -43.929572)"
213968,000,5611201.0,2019-04-08,SIM,"RUA LEVINDO LOPES, 124, SAVASSI, BELO HORIZONTE, MG, BRASIL",VIA JARDIM GASTRONOMICO ADMINISTRADORA LTDA,JARDIM GASTRO,POINT (610982.94 7795137.32),"(-19.9370314, -43.9396178)","(-19.9370241, -43.9394986)"
214288,000,5611201.0,2019-04-10,NÃO,"RUA PORTO FERREIRA, 424, PIRATININGA, BELO HORIZONTE, MG, BRASIL",VALICE DA SILVA BENTO 09119806604,EXPRESSO LANCHES,POINT (606125.12 7809455.92),"(-19.8066875, -43.9878165)","(-19.8079209, -43.9867346)"
215600,053,5611204.0,2019-04-23,SIM,"RUA ARTHUR LUCCHESI, 356, SANTA HELENA, BELO HORIZONTE, MG, BRASIL",BARTOLOMEU BAR LTDA,BAR DO BARTOLOMEU,POINT (603419.09 7789911.39),"(nan, nan)","(-19.9846591, -44.0114728)"
215938,000,5611201.0,2019-04-25,NÃO,"RUA NIQUELINA, 532, SANTA EFIGENIA, BELO HORIZONTE, MG, BRASIL",LEILA ALVES DE SOUSA 05728919626,COMIDA CASEIRA DAS MENINAS,POINT (613591.70 7796823.87),"(-19.9228011, -43.916392)","(-19.9216354, -43.9146778)"
216584,000,5611204.0,2019-05-03,NÃO,"AVENIDA SENADOR LEVINDO COELHO, 4689, VILA INDEPENDENCIA I, BELO HORIZONTE, MG, BRASIL",ALEX DE CASTRO BRAGA 12690736640,BAR DOS DOS AMIGOS,POINT (601417.94 7786240.72),"(nan, nan)","(-20.0179306, -44.0303955)"
216885,000,5611201.0,2019-05-07,NÃO,"RUA MARIA, 36, SANTA MARIA, BELO HORIZONTE, MG, BRASIL",ALESSANDRO PAIXAO VELOSO 08228075642,ESTABELECIMENTO SEM NOME,POINT (603292.99 7795405.33),"(-19.9352156, -44.0129035)","(-19.9350259, -44.0129867)"
217845,000,5611201.0,2019-05-16,SIM,"RUA MONTE ALEGRE, 145, SERRA, BELO HORIZONTE, MG, BRASIL",CANTINA DA SERRA LTDA,CANTINA DA SERRA,POINT (612597.60 7795214.35),"(-19.9319281, -43.9202507)","(-19.9362354, -43.9240764)"
217857,000,5611201.0,2019-05-16,NÃO,"RUA CORONEL JAIRO PEREIRA, 155, SANTA CRUZ, BELO HORIZONTE, MG, BRASIL",MARY ROSE LOPES DA SILVA 84385197687,DIRETORIA DO ESPETO,POINT (611689.17 7801881.17),"(-19.877397, -43.9341027)","(-19.8760516, -43.9331596)"
364372,000,5611201.0,2022-09-01,NÃO,"RUA SANTA CRUZ, 605, GRAJAU, BELO HORIZONTE, MG, BRASIL",ROBSON DE ARAUJO CAETANO 09153375688,ROBSON ALIMENTOS,POINT (608206.26 7795170.89),"(-19.9364854, -43.9661733)","(-19.9368772, -43.9660299)"
364683,000,5611201.0,2022-09-05,NÃO,"RUA PITANGUI, 175, CONCORDIA, BELO HORIZONTE, MG, BRASIL",QUINTAL DO VEGANO LTDA,QUINTAL DO VEGANO,POINT (610585.27 7799224.46),"(-19.9049541, -43.9370273)","(-19.9001185, -43.9435434)"
365015,000,5611205.0,2022-09-06,NÃO,"AVENIDA DO CONTORNO, 6330, SAVASSI, BELO HORIZONTE, MG, BRASIL",VILMA APARECIDA MARCELINO PEREIRA 09049726666,"NOSPETTO BAR, RESTAURANTE E ESPETERIA",POINT (611119.95 7794809.53),"(-19.9402102, -43.9375519)","(-19.939978, -43.9381697)"
361189,000,5611201.0,2022-08-11,NÃO,"RUA FLOR DA IMPERATRIZ, 96, JARDIM ALVORADA, BELO HORIZONTE, MG, BRASIL",RAPHAEL RICARDO MARTINS RIBEIRO 14096921670,DOCESGOURMET,POINT (605747.73 7799285.15),"(-19.8979969, -43.989869)","(-19.8998385, -43.9897559)"
380739,000,5611201.0,2023-01-10,NÃO,"RUA ADERBAL RODRIGUES VAZ, 1019, LINDEIA, BELO HORIZONTE, MG, BRASIL",45.789.539 CAROL XIMENA PRIETO SOLARTE,RESTAURANTE DA MICHELE,POINT (599928.38 7790911.28),"(-19.9746563, -44.0458595)","(-19.9758075, -44.0448895)"
377541,000,5611204.0,2022-12-15,SIM,"RUA ALBERTO CINTRA, 35, UNIAO, BELO HORIZONTE, MG, BRASIL",NAGUST BAR E RESTAURANTE LTDA,NAGUST BAR,POINT (612160.44 7801495.88),"(-19.8809841, -43.9283326)","(-19.8795058, -43.9286353)"
377548,000,5611201.0,2022-12-15,NÃO,"RUA HUMBERTO DE CAMPOS, 149, JARDIM LEBLON, BELO HORIZONTE, MG, BRASIL",48.900.042 DIENIS INACIO MOURA MAURICIO,ESTABELECIMENTO SEM NOME,POINT (605741.81 7806975.99),"(-19.8301044, -43.987464)","(-19.8303489, -43.9902525)"
377870,000,5611201.0,2022-12-19,SIM,"AVENIDA OTACILIO NEGRAO DE LIMA, 6810, BANDEIRANTES, BELO HORIZONTE, MG, BRASIL",RECANTO DA LAGOA COMERCIO LTDA,RECANTO DA LAGOA,POINT (605130.23 7803580.60),"(-19.8598602, -43.980716)","(-19.8610608, -43.995899)"
